id,nome,bairro,endereco,telefone,site
geo-14efd068,Renata Lima Nail Spa,Vidigal,"Renata Lima Nail Spa, Rua Frei Henrique 6, Vidigal, Rio de Janeiro - RJ, 22452-300, Brazil",+5521971878062,https://www.instagram.com/renatalima.nailspa/
geo-31d80d41,Espaço Musa,Pechincha,"Espaço Musa, Estrada do Pau-Ferro 160, Pechincha, Rio de Janeiro - RJ, 22743-051, Brazil",21978878286,https://espacomusarj.negocio.site/?m=true
geo-117af0e2,Salão Grajaú,Grajaú,"Salão Grajaú, Avenida Engenheiro Richard 160, Grajaú, Rio de Janeiro - RJ, 20561-096, Brazil",+55 21 2577-4259,
geo-05ac3adf,Mr. Barber - Barbearia Tattoo e Piercing Ipanema,Ipanema,"Mr. Barber - Barbearia Tattoo e Piercing Ipanema, Rua Visconde de Pirajá 207, Ipanema, Rio de Janeiro - RJ, 22411-010, Brazil",+552134355129,
geo-818ada74,Don Ramiro Barber Club,Grajaú,"Don Ramiro Barber Club, Rua José Vicente 74, Grajaú, Rio de Janeiro - RJ, 20540-330, Brazil",+5521966236065,
geo-f69a35cf,Barbearia de Ouro,Laranjeiras,"Barbearia de Ouro, Rua das Laranjeiras 122, Laranjeiras, Rio de Janeiro - RJ, 22240-000, Brazil",+55 21 3557 2555,https://www.barbeariadeouro.com.br/
geo-593a9b11,Brito Cabeleireiros,Gávea,"Brito Cabeleireiros, Rua das Acácias, Gávea, Rio de Janeiro - RJ, 22451-040, Brazil",+55 21 2274 1995,
geo-2f6217af,Help Coiffeur,Catete,"Help Coiffeur, Rua Bento Lisboa 41, Catete, Rio de Janeiro - RJ, 22221-011, Brazil",+552122059600,
geo-16564c61,Giva's Coiffeur,Catete,"Giva's Coiffeur, Rua Pedro Américo 64B, Catete, Rio de Janeiro - RJ, 22211-200, Brazil",+55-21-22257526,
geo-2640165b,Leandra Coiffeur,Catete,"Leandra Coiffeur, Rua do Catete 70, Catete, Rio de Janeiro - RJ, 22220-000, Brazil",+55-21-22450130,
geo-d830e59e,Espaço Cor da Pele,Cidade de Deus,"Espaço Cor da Pele, Rua Noé, Cidade de Deus, Rio de Janeiro - RJ, 22770-334, Brazil",,
geo-fb3e25d8,Elianas,Catete,"Elianas, Rua Andrade Pertence, Catete, Rio de Janeiro - RJ, 22221-000, Brazil",+55-21-22651404; +55-21-22253489,
geo-0fcf1c2d,Palácio Cabelereiros,Catete,"Palácio Cabelereiros, Rua Silveira Martins, Catete, Rio de Janeiro - RJ, 22221-000, Brazil",+55-21-25563043,
geo-10864878,Concordes,Flamengo,"Concordes, Rua Machado de Assis, Flamengo, Rio de Janeiro - RJ, 22220-060, Brazil",+55-21-25577530,
geo-2bc8f092,Well,Flamengo,"Well, Rua Arno Konder, Flamengo, Rio de Janeiro - RJ, 22220-901, Brazil",+55-21-22255273; +55-21-22057891,
geo-33ea3f9a,Marone,Flamengo,"Marone, Rua Machado de Assis, Flamengo, Rio de Janeiro - RJ, 22220-060, Brazil",+55-21-22455687,
geo-3db3a9ed,Bella Lizz,Flamengo,"Bella Lizz, Praia do Flamengo, Flamengo, Rio de Janeiro - RJ, 22210-901, Brazil",+55-21-22651017,
geo-aa67fee9,Silvanio's,Laranjeiras,"Silvanio's, Rua das Laranjeiras 62, Laranjeiras, Rio de Janeiro - RJ, 22221-070, Brazil",+55-21-22855998,
geo-f4aba94c,Malaquias,Botafogo,"Malaquias, Avenida Pasteur, Botafogo, Rio de Janeiro - RJ, 22290-240, Brazil",+55-21-22757748; +55-21-25418198,
geo-be33fe33,L'Or Coiffeur,Centro,"L'Or Coiffeur, Avenida Treze de Maio, Centro, Rio de Janeiro - RJ, 20031-007, Brazil",+55-21-22624192,
geo-b7deffbc,Adelma's,Laranjeiras,"Adelma's, Rua Senador Corrêa, Laranjeiras, Rio de Janeiro - RJ, 22231-160, Brazil",+55-21-22059872,
geo-c824e310,maria cabeleireiro,Ingá,"maria cabeleireiro, Rua Doutor Nilo Peçanha 149, Ingá, Niterói - RJ, 24210-480, Brazil",55 21 2618 0850,
geo-63e60c1f,Oligoflora Studio de Estética e Bem-estar,Laranjeiras,"Oligoflora Studio de Estética e Bem-estar, Rua das Laranjeiras Loja B, Laranjeiras, Rio de Janeiro - RJ, 22240-003, Brazil",,https://oligoflora.com.br/
geo-0b19d706,Art Hair,Botafogo,"Art Hair, Rua Real Grandeza 176, Botafogo, Rio de Janeiro - RJ, 22270-080, Brazil",+55-21-25379080,
geo-95de0b8c,Joper,Botafogo,"Joper, Rua Voluntários da Pátria 239 Loja B, Botafogo, Rio de Janeiro - RJ, 22280-030, Brazil",+55-21-25381434,
geo-5bbe96bb,Pemuric,Jardim Botânico,"Pemuric, Rua Visconde da Graça 18F, Jardim Botânico, Rio de Janeiro - RJ, 22460-010, Brazil",+55-21-25113447,
geo-5ffd355c,Aragão Coiffeur,Jardim Botânico,"Aragão Coiffeur, Rua Visconde da Graça, Jardim Botânico, Rio de Janeiro - RJ, 22460-010, Brazil",+55-21-22948297,
geo-e9aca7f8,Britt Coiffeur,Botafogo,"Britt Coiffeur, Rua Voluntários da Pátria 45, Botafogo, Rio de Janeiro - RJ, 22290-030, Brazil",+55-21-22860499,
geo-4000cfbf,Amaro,Botafogo,"Amaro, Rua Professor Álvaro Rodrigues, Botafogo, Rio de Janeiro - RJ, 22280-040, Brazil",+55-21-22663305,
geo-8e58585c,Kicorte,Copacabana,"Kicorte, Rua Siqueira Campos 74, Copacabana, Rio de Janeiro - RJ, 22031-050, Brazil",+55-21-22350346,
geo-2d2cf846,Alice Beauty,Copacabana,"Alice Beauty, Praça Vereador Rocha Leão, Copacabana, Rio de Janeiro - RJ, 22031-012, Brazil",+55-21-22572102,
geo-e8067c62,Requinte,Vila Isabel,"Requinte, Rua Barão de Mesquita 459, Vila Isabel, Rio de Janeiro - RJ, 20511-001, Brazil",,
geo-727d0294,Vitória's Coiffeur,Catete,"Vitória's Coiffeur, Rua Pedro Américo 166, Catete, Rio de Janeiro - RJ, 22211-200, Brazil",+55-21-25560796,
geo-38d9ef50,Farani Hair,Botafogo,"Farani Hair, Rua Farani 42, Botafogo, Rio de Janeiro - RJ, 22231-020, Brazil",+55-21-25534706,
geo-edf25e3f,Espaço Contemporâneo,Barra da Tijuca,"Espaço Contemporâneo, Acesso às Docas, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil",+55 21 3311-5438,
geo-94122c9b,Prya - Centro de Beleza e Estética,Icaraí,"Prya - Centro de Beleza e Estética, Rua Ator Paulo Gustavo 241, Icaraí, Niterói - RJ, 24230-063, Brazil",+55 21 2711-5500,
geo-f61ab40b,Hairnibal Barbearia e Cervejaria,Rocinha,"Hairnibal Barbershop and Beer Station, Estrada da Gávea 308, Rocinha, Rio de Janeiro - RJ, 22451-264, Brazil",,
geo-0275780d,Barbearia do Portuga,Flamengo,"Barbearia do Portuga, Rua Corrêa Dutra 16A, Flamengo, Rio de Janeiro - RJ, 22210-050, Brazil",,
geo-0f9e8f34,Vania Stilo's,Centro,"Vania Stilo's, Rua do Resende 207, Centro, Rio de Janeiro - RJ, 20231-091, Brazil",+55 21 2242 2670,
geo-e7f292af,Régua Clube,Centro,"Régua Clube, Rua do Rezende 169, Centro, Rio de Janeiro - RJ, 20231-091, Brazil",+55 21 999 981 355,
geo-fcbf14d6,Gê & Aldo,Ipanema,"Gê & Aldo, Rua Teixeira de Melo 77, Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil",+55 21 2523 9901,
geo-93fe96fc,Rio Barber Beer,Vila Isabel,"Rio Barber Beer, Rua Barão de Mesquita 404, Vila Isabel, Rio de Janeiro - RJ, 20511-001, Brazil",,
geo-1987518a,Barberia BR,Copacabana,"Barberia BR, Avenida Nossa Senhora de Copacabana, Copacabana, Rio de Janeiro - RJ, 22020-050, Brazil",,
geo-3aec1717,Werner,Leblon,"Werner, Avenida Ataulfo de Paiva 386, Leblon, Rio de Janeiro - RJ, 22440-033, Brazil",,https://wernercoiffeur.com.br/
geo-2527e55b,NATURELLES ESTÉTICA E SAÚDE INTEGRATIVA,Barra da Tijuca,"NATURELLES ESTÉTICA E SAÚDE INTEGRATIVA, Avenida Engenheiro Carlos Carvalho 01, Barra da Tijuca, Rio de Janeiro - RJ, 22775-040, Brazil",+5521999143883,
geo-e43cb5be,barbearia duque,Ingá,"barbearia duque, Rua Doutor Nilo Peçanha lj 101, Ingá, Niterói - RJ, 24210-480, Brazil",5521988355794,
geo-68d195dd,BodyFace,Icaraí,"BodyFace, Rua Ator Paulo Gustavo, Icaraí, Niterói - RJ, 24230-061, Brazil",,
geo-e355b852,Werner Coiffeur,Icaraí,"Werner Coiffeur, Rua Ator Paulo Gustavo, Icaraí, Niterói - RJ, 24230-063, Brazil",,
geo-4fb5f51c,Thalita's Hair Design,Catete,"Thalita's Hair Design, Rua Dois de Dezembro, Catete, Rio de Janeiro - RJ, 22220-040, Brazil",,
geo-10be4832,Carminha Coiffeur,Icaraí,"Carminha Coiffeur, Rua General Pereira da Silva 186, Icaraí, Niterói - RJ, 24220-031, Brazil",,
geo-52fe9917,Amaro,Botafogo,"Amaro, Rua Professor Álvaro Rodrigues 170b, Botafogo, Rio de Janeiro - RJ, 22280-040, Brazil",,
geo-59f6f1bf,Star & Beleza,Laranjeiras,"Star & Beleza, Rua das Laranjeiras 103E, Laranjeiras, Rio de Janeiro - RJ, 22240-000, Brazil",,
geo-27c02b62,Salão York,Catete,"Salão York, Rua do Catete 180, Catete, Rio de Janeiro - RJ, 22220-000, Brazil",,
geo-8322691e,Dukiko,Catete,"Dukiko, Rua do Catete, Catete, Rio de Janeiro - RJ, 22211-140, Brazil",,
geo-1a3db38d,Cristal Coiffeur,Centro,"Cristal Coiffeur, Rua dos Inválidos 17, Centro, Rio de Janeiro - RJ, 20231-012, Brazil",,
geo-ac42b24c,Barbearia Amorim,Centro,"Barbearia Amorim, Rua dos Inválidos 9, Centro, Rio de Janeiro - RJ, 20231-012, Brazil",,
geo-2e98527f,Nordene - espaço de estética e beleza,Icaraí,"Nordene - espaço de estética e beleza, Rua Presidente Backer, Icaraí, Niterói - RJ, 24110-206, Brazil",,
geo-2c8d9e38,Barbearia do Kadim,Jacarepaguá,"Barbearia do Kadim, Rua Jericó 121, Jacarepaguá, Rio de Janeiro - RJ, 22775-903, Brazil",,
geo-323ec053,Barbearia K & MK,Cidade de Deus,"Barbearia K & MK, Rua Jericó 192, Cidade de Deus, Rio de Janeiro - RJ, 22775-903, Brazil",,
geo-b56dc7a3,New Look,Vila Isabel,"New Look, Rua Sousa Franco, Vila Isabel, Rio de Janeiro - RJ, 20560-010, Brazil",,
geo-e9296bbd,New Stylist,Vila Isabel,"New Stylist, Rua Pereira Nunes, Vila Isabel, Rio de Janeiro - RJ, 20541-015, Brazil",,
geo-76000a90,By Dellas,Vila Isabel,"By Dellas, Rua Pereira Nunes, Vila Isabel, Rio de Janeiro - RJ, 20541-015, Brazil",,
geo-bc2374dd,Scenario,Vila Isabel,"Scenario, Rua Sousa Franco, Vila Isabel, Rio de Janeiro - RJ, 20551-080, Brazil",,
geo-28476424,Vogue,Centro,"Vogue, Rua Santa Luzia, Centro, Rio de Janeiro - RJ, 20040-009, Brazil",,
geo-42513df7,Hair & Co.,Centro,"Hair & Co., Rua Sete de Setembro, Centro, Rio de Janeiro - RJ, 20051-050, Brazil",,
